XData,YData1,YData2,YData3,YData4
0.0571,0.925098392291977,0.425858696664232,0.828764,0.330562
0.0581,0.922636298606696,0.423422257116109,0.823736,0.325591
0.0591,0.920143741567724,0.420955716473362,0.818684,0.320595
0.0601,0.91762129210836,0.418459641542226,0.813611,0.31558
0.0611,0.915069525892489,0.415934603802928,0.808518,0.310544
0.0621,0.912489023102819,0.413381179198599,0.80341,0.305495
0.0631,0.909880368228785,0.410799947923856,0.798287,0.30043
0.0641,0.907244149854238,0.408191494213182,0.793151,0.295354
0.0651,0.904580960445043,0.405556406129225,0.788009,0.29027
0.0661,0.901891396136706,0.402895275351132,0.782856,0.285177
0.0671,0.899176056522154,0.400208696963039,0.777702,0.280083
0.0681,0.896435544439767,0.397497269242836,0.772544,0.274984
0.0691,0.893670465761812,0.394761593451324,0.767386,0.269887
0.0701,0.890881429183356,0.392002273621879,0.762231,0.264793
0.0711,0.888069046011814,0.389219916350731,0.757078,0.259701
0.0721,0.885233929957201,0.386415130587991,0.751936,0.25462
0.0731,0.882376696923241,0.38358852742951,0.7468,0.249545
0.0741,0.879497964799414,0.380740719909703,0.741677,0.244482
0.0751,0.876598353254067,0.377872322795433,0.736566,0.239434
0.0761,0.873678483528684,0.374983952381072,0.731469,0.234398
0.0771,0.870738978233426,0.372076226284832,0.726393,0.229383
0.0781,0.867780461144053,0.369149763246484,0.721333,0.224385
0.0791,0.864803557000304,0.366205182926547,0.716297,0.219411
0.0801,0.861808891305871,0.363243105707075,0.711284,0.214459
0.0811,0.858797090130028,0.360264152494102,0.706294,0.20953
0.0821,0.855768779911037,0.357268944521883,0.701335,0.204632
0.0831,0.852724587261413,0.35425810315898,0.696401,0.19976
0.0841,0.849665138775142,0.351232249716328,0.691501,0.194921
0.0851,0.846591060836938,0.348192005257331,0.686632,0.190113
0.0861,0.843502979433631,0.345137990410103,0.681797,0.185339
0.0871,0.840401519967767,0.342070825181925,0.677,0.180603
0.0881,0.837287307073503,0.338991128776,0.672237,0.175901
0.0891,0.834160964434878,0.335899519410592,0.667518,0.171242
0.0901,0.831023114606535,0.33279661414062,0.662837,0.166621
0.0911,0.827874378836968,0.329683028681788,0.658199,0.162043
0.0921,0.82471537689438,0.326559377237316,0.653606,0.15751
0.0931,0.82154672689519,0.323426272327346,0.649055,0.153018
0.0941,0.818369045135301,0.320284324621092,0.644556,0.148577
0.0951,0.815182945924147,0.317134142771796,0.640102,0.144181
0.0961,0.811989041421622,0.313976333254546,0.635698,0.139836
0.0971,0.808787941477924,0.310811500207032,0.631346,0.135541
0.0981,0.805580253476375,0.307640245273281,0.627043,0.131295
0.0991,0.802366582179285,0.304463167450427,0.622798,0.127107
0.1001,0.799147529576898,0.301280862938577,0.618604,0.122969
0.1011,0.795923694739471,0.298093924993813,0.614468,0.118888
0.1021,0.792695673672533,0.294902943784379,0.610388,0.114864
0.1031,0.789464059175377,0.291708506250096,0.606364,0.110894
0.1041,0.786229440702811,0.288511195965045,0.602403,0.106988
0.1051,0.782992404230207,0.28531159300356,0.598498,0.103136
0.1061,0.779753532121906,0.282110273809556,0.594658,0.099348
0.1071,0.776513403002976,0.278907811069244,0.590878,0.0956201
0.1081,0.773272591634386,0.275704773587233,0.587159,0.0919527
0.1091,0.7700316687916,0.272501726166084,0.583508,0.0883521
0.1101,0.766791201146634,0.269299229489304,0.579916,0.0848109
0.1111,0.763551751153579,0.266097840007827,0.576395,0.0813389
0.1121,0.760313876937633,0.26289810982999,0.572937,0.0779297
0.1131,0.757078132187629,0.259700586615027,0.569547,0.0745867
0.1141,0.753845066052106,0.256505813470086,0.566226,0.0713127
0.1151,0.750615223038911,0.253314328850794,0.562968,0.0681017
0.1161,0.747389142918347,0.250126666465361,0.559786,0.064965
0.1171,0.744167360629882,0.246943355182252,0.55667,0.0618933
0.1181,0.740950406192414,0.24376491894141,0.553625,0.0588918
0.1191,0.737738804618091,0.240591876669044,0.550652,0.0559616
0.1201,0.734533075829704,0.237424742195979,0.547746,0.0530978
0.1211,0.731333734581622,0.23426402417956,0.544919,0.0503113
0.1221,0.728141290384292,0.231110226029112,0.542159,0.0475917
0.1231,0.724956247432269,0.227963845834938,0.539475,0.0449464
0.1241,0.721779104535795,0.22482537630086,0.536864,0.0423736
0.1251,0.718610355055883,0.221695304680273,0.534323,0.0398704
0.1261,0.715450486842921,0.218574112715707,0.531863,0.0374461
0.1271,0.712299982178758,0.215462276581884,0.529472,0.0350905
0.1281,0.709159317722265,0.212360266832239,0.52716,0.0328124
0.1291,0.706028964458346,0.209268548348894,0.524921,0.0306075
0.1301,0.702909387650371,0.206187580296062,0.522757,0.0284755
0.1311,0.699801046796024,0.203117816076843,0.520674,0.0264227
0.1321,0.696704395586507,0.200059703293404,0.518661,0.0244402
0.1331,0.693619881869111,0.197013683710498,0.51673,0.0225382
0.1341,0.690547947613091,0.193980193222303,0.514874,0.0207096
0.1351,0.687489028878822,0.190959661822536,0.513093,0.0189562
0.1361,0.684443555790217,0.187952513577824,0.511394,0.0172824
0.1371,0.681411952510344,0.184959166604275,0.509767,0.01568
0.1381,0.678394637220228,0.181980033047232,0.508224,0.0141605
0.1391,0.675392022100785,0.179015519064158,0.506756,0.0127141
0.1401,0.672404513317854,0.176066024810613,0.505366,0.0113454
0.1411,0.669432511010281,0.173131944429283,0.504056,0.0100558
0.1421,0.666476409281011,0.17021366604202,0.50282,0.00883845
0.1431,0.663536596191147,0.167311571744833,0.50167,0.00770621
0.1441,0.66061345375693,0.16442603760581,0.500594,0.00664655
0.1451,0.657707357949577,0.161557433665889,0.499599,0.00566648
0.1461,0.654818678697957,0.158706123942467,0.498683,0.00476487
0.1471,0.651947779894023,0.155872466435754,0.497843,0.00393754
0.1481,0.649095019400973,0.153056813137867,0.497088,0.00319441
0.1491,0.646260749064076,0.150259510044569,0.496408,0.00252435
0.1501,0.643445314724105,0.147480897169624,0.49581,0.00193573
0.1511,0.640649056233343,0.144721308561715,0.495291,0.00142462
0.1521,0.637872307474077,0.141981072323848,0.494849,0.00098935
0.1531,0.63511539637955,0.13926051063521,0.494492,0.000637406
0.1541,0.632378644957303,0.136559939775408,0.494209,0.000358761
0.1551,0.629662369314844,0.133879670151042,0.49401,0.000163043
0.1561,0.626966879687593,0.131220006324538,0.493889,4.37359e-05
0.1571,0.624292480469048,0.1285812470452,0.493846,1.72984e-06
0.1581,0.621639470243093,0.125963685282408,0.493887,4.18147e-05
0.1591,0.619008141818418,0.123367608260905,0.494002,0.00015527
0.1601,0.616398782264953,0.120793297498116,0.494203,0.000352983
0.1611,0.613811672952289,0.11824102884343,0.49448,0.000625776
0.1621,0.611247089590003,0.11571107251939,0.494837,0.000977126
0.1631,0.608705302269829,0.113203693164718,0.495275,0.00140917
0.1641,0.606186575509623,0.110719149879134,0.495788,0.00191439
0.1651,0.603691168299036,0.108257696269876,0.496388,0.00250506
0.1661,0.601219334146861,0.105819580499887,0.497063,0.00316929
0.1671,0.598771321129964,0.103405045337578,0.497818,0.00391304
0.1681,0.59634737194376,0.101014328208131,0.498654,0.00473592
0.1691,0.593947723954143,0.0986476612462574,0.499565,0.00563259
0.1701,0.591572609250835,0.0963052713503548,0.500561,0.00661373
0.1711,0.589222254702068,0.0939873802380032,0.501631,0.00766758
0.1721,0.586896882010545,0.0916942045027281,0.502783,0.00880189
0.1731,0.58459670777062,0.0894259556719737,0.504013,0.0100134
0.1741,0.582321943526624,0.08718284026622,0.505319,0.0112993
0.1751,0.580072795832276,0.0849650598591791,0.506709,0.0126679
0.1761,0.57784946631113,0.0827728111390087,0.508171,0.0141086
0.1771,0.575652151717964,0.0806062859704811,0.509716,0.01563
0.1781,0.573481044001089,0.0784656714580404,0.511337,0.0172266
0.1791,0.571336330365473,0.0763511500096904,0.513035,0.0188983
0.1801,0.569218193336652,0.0742628994016471,0.514813,0.0206501
0.1811,0.56712681082535,0.0722010928436957,0.516664,0.022473
0.1821,0.565062356192746,0.0701658990451895,0.518597,0.0243771
0.1831,0.563024998316328,0.0681574822816297,0.520604,0.0263539
0.1841,0.561014901656284,0.0661760024617664,0.522686,0.0284056
0.1851,0.55903222632235,0.0642216151951579,0.524848,0.0305351
0.1861,0.557077128141074,0.0622944718601307,0.52708,0.0327344
0.1871,0.555149758723429,0.0603947196720815,0.529395,0.0350144
0.1881,0.553250265532705,0.0585225017520581,0.53178,0.0373643
0.1891,0.551378791952648,0.0566779571955657,0.534241,0.0397891
0.1901,0.549535477355765,0.0548612211415381,0.536777,0.0422884
0.1911,0.547720457171745,0.0530724248414195,0.539383,0.044856
0.1921,0.545933862955947,0.0513116957282958,0.542069,0.047503
0.1931,0.544175822457889,0.0495791574860242,0.544823,0.0502172
0.1941,0.542446459689688,0.0478749301183037,0.547652,0.053005
0.1951,0.540745894994394,0.0461991300176323,0.550553,0.055864
0.1961,0.539074245114173,0.044551870034098,0.553522,0.0587905
0.1971,0.537431623258273,0.0429332595439496,0.556568,0.0617922
0.1981,0.535818139170728,0.0413434045178946,0.559678,0.0648587
0.1991,0.53423389919775,0.0397824075890768,0.562863,0.0679974
0.2001,0.532679006354756,0.0382503681206751,0.566115,0.0712033
0.2011,0.53115356039298,0.0367473822730829,0.569433,0.0744746
0.2021,0.52965765786562,0.0352735430706096,0.572823,0.077817
0.2031,0.528191392193474,0.0338289404676659,0.576276,0.0812211
0.2041,0.526754853730023,0.0324136614143759,0.579799,0.0846948
0.2051,0.525348129825895,0.0310277899215752,0.583385,0.0882311
0.2061,0.52397130489269,0.0296714071251497,0.587035,0.0918308
0.2071,0.522624460466106,0.0283445913496652,0.590752,0.0954962
0.2081,0.521307675268321,0.027047418171249,0.594527,0.0992191
0.2091,0.520021025269596,0.0257799604796782,0.59837,0.103009
0.2101,0.518764583749049,0.024542288539632,0.60227,0.106856
0.2111,0.517538421354572,0.0233344700510687,0.606231,0.110763
0.2121,0.516342606161828,0.0221565702086841,0.610252,0.11473
0.2131,0.515177203732313,0.0210086517604149,0.614327,0.11875
0.2141,0.514042277170427,0.0198907750649466,0.618465,0.122832
0.2151,0.512937887179528,0.0188029981481893,0.622655,0.126966
0.2161,0.511864092116922,0.0177453767586835,0.626901,0.131155
0.2171,0.510820948047766,0.0167179644219021,0.631201,0.135398
0.2181,0.509808508797833,0.0157208124934123,0.635549,0.139689
0.2191,0.508826826005123,0.0147539702108647,0.639954,0.144035
0.2201,0.507875949170275,0.0138174847447741,0.644404,0.148427
0.2211,0.506955925705749,0.0129114012480654,0.648905,0.152869
0.2221,0.506066800983755,0.0120357629043488,0.653452,0.157357
0.2231,0.50520861838289,0.0111906109748954,0.658043,0.161889
0.2241,0.504381419333464,0.0103759848442859,0.662682,0.166467
0.2251,0.503585243361472,0.00959192206470323,0.667358,0.171084
0.2261,0.5028201281312,0.00883845839884253,0.67208,0.175745
0.2271,0.502086109486438,0.00811562786141197,0.676839,0.180444
0.2281,0.501383221490256,0.00742346275919879,0.681635,0.185179
0.2291,0.500711496463351,0.00676199372967793,0.686469,0.189953
0.2301,0.500070965020908,0.00613124977814153,0.691335,0.194757
0.2311,0.499461656107979,0.00553125831331971,0.696237,0.199598
0.2321,0.498883597033348,0.00496204518148386,0.701167,0.204467
0.2331,0.498336813501856,0.00442363469899962,0.706127,0.209366
0.2341,0.497821329645182,0.00391604968331956,0.711116,0.214293
0.2351,0.497337168051053,0.00343931148239298,0.716126,0.219241
0.2361,0.496884349790856,0.00299344000247556,0.721165,0.224219
0.2371,0.49646289444566,0.0025784537343267,0.726222,0.229214
0.2381,0.496072820130613,0.00219436977777305,0.731299,0.23423
0.2391,0.495714143517704,0.00184120386462962,0.736395,0.239264
0.2401,0.49538687985688,0.00151897037996279,0.741503,0.244311
0.2411,0.495091042995509,0.0012276823816822,0.746629,0.249375
0.2421,0.494826645396167,0.000967351618452291,0.751762,0.254448
0.2431,0.494593698152746,0.000737988545911093,0.756907,0.259531
0.2441,0.49439221100488,0.000539602341190734,0.762058,0.264621
0.2451,0.49422219235066,0.000372200915724672,0.767211,0.269714
0.2461,0.49408364925766,0.00023579092634235,0.772371,0.274813
0.2471,0.493976587472238,0.000130377784638054,0.777527,0.27991
0.2481,0.49390101142713,5.59656646144048e-05,0.782684,0.285006
0.2491,0.493856924247316,1.25575085910446e-05,0.787835,0.290098
0.2501,0.493844327754172,1.5503137846279e-07,0.792978,0.295182
0.2511,0.493863222467882,1.87587227134982e-05,0.798115,0.30026
0.2521,0.493913607608134,6.83678479560127e-05,0.803236,0.305323
0.2531,0.493995481093081,0.0001489804470439,0.808347,0.310376
0.2541,0.494108839536578,0.0002605933317108,0.81344,0.315411
0.2551,0.494253678243689,0.000403202080964095,0.818513,0.320427
0.2561,0.494429991204476,0.000576801034828885,0.823566,0.325423
0.2571,0.494637771086061,0.000781383286359918,0.828594,0.330395
0.2581,0.494877009222978,0.00101694067192606,0.833598,0.335343
0.2591,0.495147695605817,0.00128346375977413,0.83857,0.34026
0.2601,0.495449818868155,0.00158094183687666,0.843513,0.345147
0.2611,0.495783366271801,0.00190936289407201,0.848421,0.350002
0.2621,0.496148323690349,0.0022687136095061,0.853292,0.354819
0.2631,0.496544675591051,0.00265897933038365,0.858126,0.3596
0.2641,0.49697240501503,0.00308014405304178,0.862917,0.364339
0.2651,0.497431493555828,0.00353219040135334,0.867664,0.369035
0.2661,0.497921921336316,0.00401509960347816,0.872365,0.373685
0.2671,0.498443666983969,0.00452885146696826,0.877016,0.378286
0.2681,0.498996707604534,0.00507342435225052,0.881618,0.382838
0.2691,0.499581018754085,0.00564879514449342,0.886163,0.387334
0.2701,0.500196574409504,0.00625493922388007,0.890653,0.391777
0.2711,0.500843346937391,0.00689183043430125,0.895084,0.39616
0.2721,0.501521307061424,0.00755944105049083,0.899453,0.400482
0.2731,0.502230423828193,0.00825774174361963,0.903759,0.404743
0.2741,0.502970664571525,0.00898670154536743,0.907997,0.408937
0.2751,0.503741994875318,0.0097462878104985,0.912168,0.413064
0.2761,0.504544378534912,0.0105364661779592,0.916267,0.417119
0.2771,0.505377777517022,0.0113572005305221,0.920292,0.421103
0.2781,0.50624215191824,0.0122084529530024,0.924243,0.425012
0.2791,0.507137459922163,0.0130901836890678,0.928114,0.428843
0.2801,0.508063657755138,0.0140023510966749,0.931906,0.432595
0.2811,0.509020699640679,0.0149449116021506,0.935614,0.436266
0.2821,0.510008537752564,0.0159178196529548,0.939238,0.439852
0.2831,0.511027122166656,0.0169210276691491,0.942775,0.443353
0.2841,0.512076400811474,0.0179544859936015,0.946223,0.446765
0.2851,0.513156319417533,0.019018142840961,0.949581,0.450088
0.2861,0.514266821465505,0.0201119442454305,0.952844,0.453318
0.2871,0.51540784813322,0.0212358340073759,0.956013,0.456455
0.2881,0.516579338241546,0.0223897536387991,0.959085,0.459495
0.2891,0.517781228199181,0.0235736423077163,0.962057,0.462438
0.2901,0.519013451946394,0.0247874367814716,0.96493,0.465281
0.2911,0.520275940897752,0.0260310713690284,0.967699,0.468022
0.2921,0.521568623883867,0.0273044778622705,0.970365,0.470661
0.2931,0.522891427092213,0.0286075854763582,0.972924,0.473194
0.2941,0.524244274007036,0.0299403207891719,0.975376,0.475622
0.2951,0.525627085348407,0.0313026076798894,0.977719,0.477942
0.2961,0.527039779010463,0.0326943672667365,0.979952,0.480152
0.2971,0.528482269998872,0.0341155178439508,0.982073,0.482251
0.2981,0.52995447036756,0.0355659748180074,0.98408,0.484239
0.2991,0.531456289154763,0.0370456506431454,0.985973,0.486113
0.3001,0.532987632318428,0.0385544547562427,0.987751,0.487873
0.3011,0.534548402671015,0.0400922935110842,0.989412,0.489517
0.3021,0.536138499813763,0.0416590701120724,0.990955,0.491045
0.3031,0.537757820070439,0.0432546845474237,0.992379,0.492455
0.3041,0.53940625642064,0.0448790335219024,0.993684,0.493746
0.3051,0.541083698432692,0.0465320103891414,0.994868,0.494919
0.3061,0.542790032196189,0.0482135050835978,0.99593,0.495971
0.3071,0.544525140254233,0.0499234040521951,0.996871,0.496902
0.3081,0.54628890153542,0.0516615901857043,0.997689,0.497712
0.3091,0.548081191285624,0.0534279427499154,0.998384,0.4984
0.3101,0.549901880999638,0.0552223373166546,0.998955,0.498966
0.3111,0.551750838352715,0.057044645694695,0.999403,0.499409
0.3121,0.553627927132081,0.0588947358606247,0.999726,0.499729
0.3131,0.555533007168452,0.0607724718897185,0.999925,0.499926
0.3141,0.557465934267633,0.0626777138868768,0.999999,0.499999
0.3151,0.559426560142239,0.0646103179176795,0.999949,0.49995
0.3161,0.56141473234361,0.066570135939623,0.999774,0.499777
0.3171,0.563430294193956,0.0685570157335883,0.999475,0.49948
0.3181,0.565473084718821,0.0705708008356033,0.999051,0.499061
0.3191,0.567542938579889,0.0726113304689587,0.998504,0.498519
0.3201,0.569639686008229,0.0746784394767352,0.997833,0.497854
0.3211,0.571763152738005,0.0767719582548019,0.997038,0.497068
0.3221,0.573913159940731,0.0788917126853476,0.996121,0.49616
0.3231,0.576089524160134,0.081037524071006,0.995082,0.495131
0.3241,0.578292057247663,0.0832092090696334,0.993922,0.493982
0.3251,0.580520566298741,0.0854065796298052,0.99264,0.492713
0.3261,0.58277485358979,0.0876294429270897,0.991239,0.491326
0.3271,0.585054716516105,0.0898776013011618,0.989719,0.489821
0.3281,0.587359947530648,0.0921508521938216,0.988081,0.488199
0.3291,0.589690334083802,0.0944489880879779,0.986326,0.486462
0.3301,0.592045658564175,0.0967717964476642,0.984455,0.484609
0.3311,0.594425698240493,0.0991190596591439,0.982469,0.482643
0.3321,0.596830225204663,0.101490554973175,0.98037,0.480565
0.3331,0.599259006316063,0.103886054448495,0.978159,0.478376
0.3341,0.601711803147116,0.106305324896588,0.975837,0.476078
0.3351,0.604188371930228,0.108748127827799,0.973405,0.473671
0.3361,0.606688463506135,0.111214219398868,0.970867,0.471158
0.3371,0.609211823273737,0.113703350361925,0.968222,0.46854
0.3381,0.611758191141479,0.116215266015037,0.965472,0.465817
0.3391,0.614327301480328,0.118749706154352,0.962619,0.462994
0.3401,0.616918883078443,0.121306405027913,0.959666,0.460071
0.3411,0.61953265909756,0.123885091291191,0.956613,0.457049
0.3421,0.622168347031185,0.126485487964427,0.953463,0.453931
0.3431,0.624825658664647,0.129107312391812,0.950217,0.450718
0.3441,0.62750430003707,0.131750276202596,0.946878,0.447414
0.3451,0.630203971405331,0.134414085274172,0.943447,0.444018
0.3461,0.632924367210068,0.1370984396972,0.939928,0.440534
0.3471,0.635665176043784,0.139803033742831,0.93632,0.436964
0.3481,0.638426080621129,0.142527555832103,0.932627,0.43331
0.3491,0.641206757751403,0.145271688507541,0.928852,0.429573
0.3501,0.644006878313343,0.14803510840706,0.924995,0.425757
0.3511,0.646826107232263,0.150817486240189,0.921061,0.421863
0.3521,0.649664103459582,0.153618486766703,0.917049,0.417894
0.3531,0.652520519954827,0.156437768777709,0.912964,0.413851
0.3541,0.655395003670135,0.159274985079239,0.908808,0.409739
0.3551,0.658287195537339,0.162129782478415,0.904581,0.405556
0.3561,0.661196730457668,0.165001801772226,0.900289,0.40131
0.3571,0.664123237294132,0.167890677738992,0.895932,0.396999
0.3581,0.667066338866632,0.170796039132541,0.891513,0.392627
0.3591,0.670025651949852,0.173717508679174,0.887034,0.388196
0.3601,0.673000787273986,0.176654703077452,0.882498,0.383708
0.3611,0.675991349528337,0.179607233000864,0.877909,0.379169
0.3621,0.678996937367855,0.182574703103414,0.873266,0.374576
0.3631,0.682017143422635,0.185556712028189,0.868575,0.369935
0.3641,0.685051554310442,0.188552852418929,0.863837,0.365249
0.3651,0.688099750652297,0.191562710934669,0.859053,0.360517
0.3661,0.691161307091167,0.194585868267476,0.854228,0.355745
0.3671,0.694235792313795,0.197621899163329,0.849363,0.350934
0.3681,0.697322769075716,0.200670372446185,0.844463,0.346087
0.3691,0.7004217942295,0.203730851045257,0.839527,0.341206
0.3701,0.703532418756237,0.206802892025548,0.834558,0.336293
0.3711,0.706654187800325,0.209886046621681,0.829563,0.331352
0.3721,0.709786640707576,0.212979860275039,0.824537,0.326383
0.3731,0.712929311066668,0.216083872674264,0.81949,0.321393
0.3741,0.716081726753993,0.219197617799134,0.81442,0.31638
0.3751,0.719243409981892,0.222320623967844,0.80933,0.311348
0.3761,0.722413877350343,0.225452413887721,0.804225,0.3063
0.3771,0.72559263990209,0.228592504709396,0.799102,0.301236
0.3781,0.728779203181248,0.231740408084441,0.793971,0.296164
0.3791,0.731973067295409,0.23489563022651,0.788828,0.291079
0.3801,0.735173726981252,0.238057671975986,0.783678,0.285989
0.3811,0.738380671673675,0.241226028868146,0.778524,0.280895
0.3821,0.741593385578471,0.244400191204872,0.773364,0.275795
0.3831,0.744811347748539,0.247579644129902,0.768208,0.270699
0.3841,0.748034032163656,0.250763867707633,0.763051,0.265603
0.3851,0.751260907813806,0.253952337005488,0.7579,0.260513
0.3861,0.754491438786058,0.257144522179837,0.752755,0.255428
0.3871,0.757725084355024,0.260339888565484,0.747617,0.250351
0.3881,0.760961299076857,0.263537896768715,0.742493,0.245289
0.3891,0.764199532886815,0.266738002763895,0.737378,0.240236
0.3901,0.767439231200361,0.269939657993619,0.732281,0.2352
0.3911,0.770679835017813,0.273142309472397,0.727201,0.230181
0.3921,0.773920781032502,0.276345399893865,0.722138,0.22518
0.3931,0.777161501742454,0.279548367741513,0.717098,0.220202
0.3941,0.780401425565557,0.2827506474029,0.712079,0.215244
0.3951,0.7836399769582,0.285951669287349,0.707088,0.210315
0.3961,0.786876576537364,0.289150859947089,0.702122,0.20541
0.3971,0.790110641206137,0.292347642201827,0.697185,0.200534
0.3981,0.793341584282621,0.295541435266722,0.69228,0.19569
0.3991,0.796568815632211,0.298731654883715,0.687403,0.190875
0.4001,0.799791741803203,0.301917713456212,0.682566,0.186098
0.4011,0.803009766165695,0.305099020187049,0.677761,0.181355
0.4021,0.806222289053752,0.308274981219733,0.672994,0.176648
0.4031,0.809428707910783,0.311444999782889,0.668267,0.171982
0.4041,0.812628417438091,0.314608476337895,0.663578,0.167352
0.4051,0.81582080974655,0.317764808729636,0.658936,0.16277
0.4061,0.819005274511353,0.320913392340344,0.654334,0.158228
0.4071,0.822181199129791,0.324053620246465,0.649778,0.153731
0.4081,0.825347968881996,0.327184883378497,0.64527,0.149282
0.4091,0.828504967094599,0.330306570683745,0.640807,0.144877
0.4101,0.831651575307232,0.333418069291935,0.636397,0.140525
0.4111,0.834787173441833,0.336518764683618,0.632035,0.136221
0.4121,0.837911139974659,0.339608040861299,0.627727,0.13197
0.4131,0.841022852110968,0.342685280523239,0.623471,0.12777
0.4141,0.844121685962274,0.345749865239833,0.619268,0.123624
0.4151,0.847207016726127,0.348801175632518,0.615124,0.119536
0.4161,0.850278218868321,0.35183859155511,0.611032,0.115499
0.4171,0.853334666307466,0.354861492277523,0.607003,0.111524
0.4181,0.856375732601835,0.357869256671756,0.60303,0.107606
0.4191,0.85940079113841,0.36086126340009,0.599116,0.103745
0.4201,0.862409215324041,0.363836891105404,0.595266,0.0999479
0.4211,0.865400378778623,0.366795518603515,0.591473,0.0962072
0.4221,0.868373655530213,0.369736525077465,0.587749,0.0925343
0.4231,0.871328420211986,0.372659290273648,0.584084,0.0889206
0.4241,0.874264048260943,0.375563194699705,0.580485,0.0853711
0.4251,0.877179916118268,0.378447619824064,0.576952,0.0818882
0.4261,0.880075401431241,0.381311948277052,0.573481,0.0784657
0.4271,0.882949883256609,0.384155564053464,0.570083,0.0751159
0.4281,0.8858027422653,0.386977852716491,0.566749,0.0718287
0.4291,0.888633360948399,0.389778201602906,0.563484,0.0686102
0.4301,0.891441123824256,0.392556000029401,0.560289,0.0654604
0.4311,0.894225417646634,0.395310639499961,0.55716,0.0623758
0.4321,0.896985631613787,0.398041513914183,0.554107,0.0593665
0.4331,0.899721157578346,0.400748019776407,0.551119,0.0564221
0.4341,0.902431390257921,0.40342955640557,0.548206,0.0535511
0.4351,0.90511572744628,0.406085526145651,0.545364,0.0507506
0.4361,0.907773570225015,0.408715334576602,0.542593,0.048019
0.4371,0.910404323175563,0.411318390725649,0.539898,0.0453639
0.4381,0.913007394591469,0.413894107278841,0.537272,0.0427764
0.4391,0.915582196690775,0.416441900792732,0.534725,0.0402662
0.4401,0.918128145828412,0.418961191906077,0.532249,0.037827
